company_name,code,market
金牛化工,600722,shanghai
首商股份,600723,shanghai
宁波富达,600724,shanghai
ST云维,600725,shanghai
*ST华源,600726,shanghai
鲁北化工,600727,shanghai
佳都科技,600728,shanghai
重庆百货,600729,shanghai
中国高科,600730,shanghai
湖南海利,600731,shanghai
ST新梅,600732,shanghai
北汽蓝谷,600733,shanghai
实达集团,600734,shanghai
新华锦,600735,shanghai
苏州高新,600736,shanghai
中粮糖业,600737,shanghai
兰州民百,600738,shanghai
辽宁成大,600739,shanghai
山西焦化,600740,shanghai
华域汽车,600741,shanghai
一汽富维,600742,shanghai
华远地产,600743,shanghai
华银电力,600744,shanghai
闻泰科技,600745,shanghai
江苏索普,600746,shanghai
*ST大控,600747,shanghai
上实发展,600748,shanghai
西藏旅游,600749,shanghai
江中药业,600750,shanghai
海航科技,600751,shanghai
*ST哈慈,600752,shanghai
东方银星,600753,shanghai
锦江股份,600754,shanghai
厦门国贸,600755,shanghai
浪潮软件,600756,shanghai
长江传媒,600757,shanghai
红阳能源,600758,shanghai
洲际油气,600759,shanghai
中航沈飞,600760,shanghai
安徽合力,600761,shanghai
S*ST金荔,600762,shanghai
通策医疗,600763,shanghai
中国海防,600764,shanghai
中航重机,600765,shanghai
园城黄金,600766,shanghai
ST运盛,600767,shanghai
宁波富邦,600768,shanghai
祥龙电业,600769,shanghai
综艺股份,600770,shanghai
广誉远,600771,shanghai
S*ST龙昌,600772,shanghai
西藏城投,600773,shanghai
汉商集团,600774,shanghai
南京熊猫,600775,shanghai
东方通信,600776,shanghai
新潮能源,600777,shanghai
友好集团,600778,shanghai
水井坊,600779,shanghai
通宝能源,600780,shanghai
ST辅仁,600781,shanghai
新钢股份,600782,shanghai
鲁信创投,600783,shanghai
鲁银投资,600784,shanghai
新华百货,600785,shanghai
东方锅炉,600786,shanghai
中储股份,600787,shanghai
*ST达曼,600788,shanghai
鲁抗医药,600789,shanghai
轻纺城,600790,shanghai
京能置业,600791,shanghai
云煤能源,600792,shanghai
宜宾纸业,600793,shanghai
保税科技,600794,shanghai
国电电力,600795,shanghai
钱江生化,600796,shanghai
浙大网新,600797,shanghai
宁波海运,600798,shanghai
*ST龙科,600799,shanghai
天津磁卡,600800,shanghai
华新水泥,600801,shanghai
福建水泥,600802,shanghai
新奥股份,600803,shanghai
鹏博士,600804,shanghai
悦达投资,600805,shanghai
退市昆机,600806,shanghai
ST天业,600807,shanghai
马钢股份,600808,shanghai
山西汾酒,600809,shanghai
神马股份,600810,shanghai
东方集团,600811,shanghai
华北制药,600812,shanghai
ST鞍一工,600813,shanghai
杭州解百,600814,shanghai
*ST厦工,600815,shanghai
安信信托,600816,shanghai
ST宏盛,600817,shanghai
中路股份,600818,shanghai
耀皮玻璃,600819,shanghai
隧道股份,600820,shanghai
津劝业,600821,shanghai
上海物贸,600822,shanghai
世茂股份,600823,shanghai
益民集团,600824,shanghai
新华传媒,600825,shanghai
兰生股份,600826,shanghai
百联股份,600827,shanghai
茂业商业,600828,shanghai
人民同泰,600829,shanghai
香溢融通,600830,shanghai
广电网络,600831,shanghai
东方明珠,600832,shanghai
第一医药,600833,shanghai
申通地铁,600834,shanghai
上海机电,600835,shanghai
界龙实业,600836,shanghai
海通证券,600837,shanghai
上海九百,600838,shanghai
四川长虹,600839,shanghai
新湖创业,600840,shanghai
上柴股份,600841,shanghai
中西药业,600842,shanghai
上工申贝,600843,shanghai
丹化科技,600844,shanghai
宝信软件,600845,shanghai
同济科技,600846,shanghai
万里股份,600847,shanghai
上海临港,600848,shanghai
上药转换,600849,shanghai
华东电脑,600850,shanghai
海欣股份,600851,shanghai
*ST中川,600852,shanghai
龙建股份,600853,shanghai
春兰股份,600854,shanghai
航天长峰,600855,shanghai
ST中天,600856,shanghai
宁波中百,600857,shanghai
银座股份,600858,shanghai
王府井,600859,shanghai
京城股份,600860,shanghai
北京城乡,600861,shanghai
中航高科,600862,shanghai
内蒙华电,600863,shanghai
哈投股份,600864,shanghai
百大集团,600865,shanghai
星湖科技,600866,shanghai
通化东宝,600867,shanghai
梅雁吉祥,600868,shanghai
智慧能源,600869,shanghai
ST厦华,600870,shanghai
石化油服,600871,shanghai
中炬高新,600872,shanghai
梅花生物,600873,shanghai
创业环保,600874,shanghai
东方电气,600875,shanghai
洛阳玻璃,600876,shanghai
*ST嘉陵,600877,shanghai
*ST北科,600878,shanghai
航天电子,600879,shanghai
博瑞传播,600880,shanghai
亚泰集团,600881,shanghai
妙可蓝多,600882,shanghai
博闻科技,600883,shanghai
杉杉股份,600884,shanghai
宏发股份,600885,shanghai
国投电力,600886,shanghai
伊利股份,600887,shanghai
新疆众和,600888,shanghai
南京化纤,600889,shanghai
中房股份,600890,shanghai
*ST秋林,600891,shanghai
大晟文化,600892,shanghai
航发动力,600893,shanghai
广日股份,600894,shanghai
张江高科,600895,shanghai
览海投资,600896,shanghai
厦门空港,600897,shanghai
国美通讯,600898,shanghai
*ST信联,600899,shanghai
长江电力,600900,shanghai
江苏租赁,600901,shanghai
贵州燃气,600903,shanghai
无锡银行,600908,shanghai
华安证券,600909,shanghai
重庆燃气,600917,shanghai
江苏银行,600919,shanghai
杭州银行,600926,shanghai
西安银行,600928,shanghai
湖南盐业,600929,shanghai
爱柯迪,600933,shanghai
广西广电,600936,shanghai
重庆建工,600939,shanghai
东方证券,600958,shanghai
江苏有线,600959,shanghai
渤海汽车,600960,shanghai
株冶集团,600961,shanghai
国投中鲁,600962,shanghai
岳阳林纸,600963,shanghai
XD福成股,600965,shanghai
博汇纸业,600966,shanghai
内蒙一机,600967,shanghai
海油发展,600968,shanghai
郴电国际,600969,shanghai
中材国际,600970,shanghai
恒源煤电,600971,shanghai
宝胜股份,600973,shanghai
新五丰,600975,shanghai
健民集团,600976,shanghai
中国电影,600977,shanghai
宜华生活,600978,shanghai
广安爱众,600979,shanghai
北矿科技,600980,shanghai
汇鸿集团,600981,shanghai
宁波热电,600982,shanghai
惠而浦,600983,shanghai
建设机械,600984,shanghai
淮北矿业,600985,shanghai
科达股份,600986,shanghai
航民股份,600987,shanghai
赤峰黄金,600988,shanghai
宝丰能源,600989,shanghai
四创电子,600990,shanghai
广汽长丰,600991,shanghai
贵绳股份,600992,shanghai
马应龙,600993,shanghai
文山电力,600995,shanghai
贵广网络,600996,shanghai
开滦股份,600997,shanghai
九州通,600998,shanghai
招商证券,600999,shanghai
唐山港,601000,shanghai
大同煤业,601001,shanghai
晋亿实业,601002,shanghai
柳钢股份,601003,shanghai
重庆钢铁,601005,shanghai
大秦铁路,601006,shanghai
金陵饭店,601007,shanghai
连云港,601008,shanghai
南京银行,601009,shanghai
文峰股份,601010,shanghai
宝泰隆,601011,shanghai
隆基股份,601012,shanghai
陕西黑猫,601015,shanghai
节能风电,601016,shanghai
宁波港,601018,shanghai
山东出版,601019,shanghai
华钰矿业,601020,shanghai
春秋航空,601021,shanghai
玉龙股份,601028,shanghai
一拖股份,601038,shanghai
赛轮轮胎,601058,shanghai
中信建投,601066,shanghai
中铝国际,601068,shanghai
西部黄金,601069,shanghai
国芳集团,601086,shanghai
中国神华,601088,shanghai
中南传媒,601098,shanghai
太平洋,601099,shanghai
恒立液压,601100,shanghai
昊华能源,601101,shanghai
中国一重,601106,shanghai
四川成渝,601107,shanghai
财通证券,601108,shanghai
中国国航,601111,shanghai
华鼎股份,601113,shanghai
三江购物,601116,shanghai
中国化学,601117,shanghai
海南橡胶,601118,shanghai
四方股份,601126,shanghai
小康股份,601127,shanghai
常熟银行,601128,shanghai
博威合金,601137,shanghai
工业富联,601138,shanghai
深圳燃气,601139,shanghai
新城控股,601155,shanghai
重庆水务,601158,shanghai
天风证券,601162,shanghai
三角轮胎,601163,shanghai
兴业银行,601166,shanghai
西部矿业,601168,shanghai
北京银行,601169,shanghai
杭齿前进,601177,shanghai
中国西电,601179,shanghai
中国铁建,601186,shanghai
龙江交通,601188,shanghai
东兴证券,601198,shanghai
江南水务,601199,shanghai
上海环境,601200,shanghai
海尔施,601206,shanghai
东材科技,601208,shanghai
国泰君安,601211,shanghai
白银有色,601212,shanghai
君正集团,601216,shanghai
吉鑫科技,601218,shanghai
林洋能源,601222,shanghai
陕西煤业,601225,shanghai
华电重工,601226,shanghai
广州港,601228,shanghai
上海银行,601229,shanghai
环旭电子,601231,shanghai
桐昆股份,601233,shanghai
红塔证券,601236,shanghai
广汽集团,601238,shanghai
庞大集团,601258,shanghai
*ST二重,601268,shanghai
农业银行,601288,shanghai
青岛港,601298,shanghai
中国北车,601299,shanghai
骆驼股份,601311,shanghai
江南嘉捷,601313,shanghai
中国平安,601318,shanghai
中国人保,601319,shanghai
秦港股份,601326,shanghai
交通银行,601328,shanghai
绿色动力,601330,shanghai
广深铁路,601333,shanghai
新华保险,601336,shanghai
百隆东方,601339,shanghai
三六零,601360,shanghai
利群股份,601366,shanghai
绿城水务,601368,shanghai
陕鼓动力,601369,shanghai
中原证券,601375,shanghai
XD兴业证,601377,shanghai
怡球资源,601388,shanghai
中国中铁,601390,shanghai
工商银行,601398,shanghai
通用股份,601500,shanghai
东风股份,601515,shanghai
吉林高速,601518,shanghai
大智慧,601519,shanghai
东吴证券,601555,shanghai
ST锐电,601558,shanghai
九牧王,601566,shanghai
三星医疗,601567,shanghai
长沙银行,601577,shanghai
会稽山,601579,shanghai
北辰实业,601588,shanghai
上海电影,601595,shanghai
中国外运,601598,shanghai
鹿港文化,601599,shanghai
中国铝业,601600,shanghai
中国太保,601601,shanghai
长城军工,601606,shanghai
上海医药,601607,shanghai
中信重工,601608,shanghai
中国核建,601611,shanghai
明阳智能,601615,shanghai
广电电气,601616,shanghai
中国中冶,601618,shanghai
嘉泽新能,601619,shanghai
中国人寿,601628,shanghai
长城汽车,601633,shanghai
旗滨集团,601636,shanghai
平煤股份,601666,shanghai
中国建筑,601668,shanghai
中国电建,601669,shanghai
明泰铝业,601677,shanghai
滨化股份,601678,shanghai
华泰证券,601688,shanghai
拓普集团,601689,shanghai
中国卫通,601698,shanghai
潞安环能,601699,shanghai
风范股份,601700,shanghai
郑煤机,601717,shanghai
际华集团,601718,shanghai
上海电气,601727,shanghai
中国中车,601766,shanghai
力帆股份,601777,shanghai
光大证券,601788,shanghai
宁波建工,601789,shanghai
ST蓝科,601798,shanghai
星宇股份,601799,shanghai
中国交建,601800,shanghai
皖新传媒,601801,shanghai
中海油服,601808,shanghai
新华文轩,601811,shanghai
光大银行,601818,shanghai
美凯龙,601828,shanghai
成都银行,601838,shanghai
中国石油,601857,shanghai
中国科传,601858,shanghai
紫金银行,601860,shanghai
福莱特,601865,shanghai
中远海发,601866,shanghai
长飞光纤,601869,shanghai
招商轮船,601872,shanghai
正泰电器,601877,shanghai
浙商证券,601878,shanghai
大连港,601880,shanghai
中国银河,601881,shanghai
海天精工,601882,shanghai
江河集团,601886,shanghai
中国国旅,601888,shanghai
亚星锚链,601890,shanghai
中煤能源,601898,shanghai
紫金矿业,601899,shanghai
南方传媒,601900,shanghai
方正证券,601901,shanghai
京运通,601908,shanghai
新集能源,601918,shanghai
中远海控,601919,shanghai
凤凰传媒,601928,shanghai
吉视传媒,601929,shanghai
永辉超市,601933,shanghai
建设银行,601939,shanghai
中国出版,601949,shanghai
苏垦农发,601952,shanghai
金钼股份,601958,shanghai
中国汽研,601965,shanghai
玲珑轮胎,601966,shanghai
宝钢包装,601968,shanghai
海南矿业,601969,shanghai
招商南油,601975,shanghai
中国核电,601985,shanghai
中国银行,601988,shanghai
中国重工,601989,shanghai
南京证券,601990,shanghai
大唐发电,601991,shanghai
金隅集团,601992,shanghai
丰林集团,601996,shanghai
贵阳银行,601997,shanghai
中信银行,601998,shanghai
出版传媒,601999,shanghai
人民网,603000,shanghai
奥康国际,603001,shanghai
宏昌电子,603002,shanghai
龙宇燃油,603003,shanghai
晶方科技,603005,shanghai
联明股份,603006,shanghai
花王股份,603007,shanghai
喜临门,603008,shanghai
北特科技,603009,shanghai
万盛股份,603010,shanghai
合锻智能,603011,shanghai
创力集团,603012,shanghai
亚普股份,603013,shanghai
弘讯科技,603015,shanghai
新宏泰,603016,shanghai
中衡设计,603017,shanghai
中设集团,603018,shanghai
中科曙光,603019,shanghai
爱普股份,603020,shanghai
山东华鹏,603021,shanghai
新通联,603022,shanghai
威帝股份,603023,shanghai
大豪科技,603025,shanghai
石大胜华,603026,shanghai
千禾味业,603027,shanghai
赛福天,603028,shanghai
天鹅股份,603029,shanghai
全筑股份,603030,shanghai
安德利,603031,shanghai
德新交运,603032,shanghai
三维股份,603033,shanghai
常熟汽饰,603035,shanghai
如通股份,603036,shanghai
凯众股份,603037,shanghai
华立股份,603038,shanghai
泛微网络,603039,shanghai
新坐标,603040,shanghai
美思德,603041,shanghai
华脉科技,603042,shanghai
广州酒家,603043,shanghai
福达合金,603045,shanghai
科林电气,603050,shanghai
台华新材,603055,shanghai
德邦股份,603056,shanghai
永吉股份,603058,shanghai
倍加洁,603059,shanghai
国检集团,603060,shanghai
禾望电气,603063,shanghai
音飞储存,603066,shanghai
振华股份,603067,shanghai
博通集成,603068,shanghai
海汽集团,603069,shanghai
乐惠国际,603076,shanghai
和邦生物,603077,shanghai
江化微,603078,shanghai
圣达生物,603079,shanghai
新疆火炬,603080,shanghai
大丰实业,603081,shanghai
剑桥科技,603083,shanghai
天成自控,603085,shanghai
先达股份,603086,shanghai
宁波精达,603088,shanghai
正裕工业,603089,shanghai
宏盛股份,603090,shanghai
南华期货,603093,shanghai
新经典,603096,shanghai
森特股份,603098,shanghai
长白山,603099,shanghai
川仪股份,603100,shanghai
汇嘉时代,603101,shanghai
横店影视,603103,shanghai
芯能科技,603105,shanghai
恒银金融,603106,shanghai
润达医疗,603108,shanghai
东方材料,603110,shanghai
康尼机电,603111,shanghai
金能科技,603113,shanghai
海星股份,603115,shanghai
红蜻蜓,603116,shanghai
万林物流,603117,shanghai
共进股份,603118,shanghai
华培动力,603121,shanghai
翠微股份,603123,shanghai
中材节能,603126,shanghai
昭衍新药,603127,shanghai
华贸物流,603128,shanghai
春风动力,603129,shanghai
上海沪工,603131,shanghai
碳元科技,603133,shanghai
天目湖,603136,shanghai
海量数据,603138,shanghai
康惠制药,603139,shanghai
养元饮品,603156,shanghai
拉夏贝尔,603157,shanghai
腾龙股份,603158,shanghai
上海亚虹,603159,shanghai
汇顶科技,603160,shanghai
科华控股,603161,shanghai
荣晟环保,603165,shanghai
福达股份,603166,shanghai
渤海轮渡,603167,shanghai
莎普爱思,603168,shanghai
兰石重装,603169,shanghai
德创环保,603177,shanghai
圣龙股份,603178,shanghai
新泉股份,603179,shanghai
金牌厨柜,603180,shanghai
皇马科技,603181,shanghai
建研院,603183,shanghai
上机数控,603185,shanghai
华正新材,603186,shanghai
海容冷链,603187,shanghai
ST亚邦,603188,shanghai
网达软件,603189,shanghai
汇得科技,603192,shanghai
日播时尚,603196,shanghai
保隆科技,603197,shanghai
迎驾贡酒,603198,shanghai
九华旅游,603199,shanghai
上海洗霸,603200,shanghai
快克股份,603203,shanghai
江山欧派,603208,shanghai
爱婴室,603214,shanghai
元利科技,603217,shanghai
日月股份,603218,shanghai
中贝通信,603220,shanghai
济民制药,603222,shanghai
恒通股份,603223,shanghai
新凤鸣,603225,shanghai
菲林格尔,603226,shanghai
雪峰科技,603227,shanghai
景旺电子,603228,shanghai
奥翔药业,603229,shanghai
格尔软件,603232,shanghai
大参林,603233,shanghai
移远通信,603236,shanghai
诺邦股份,603238,shanghai
浙江仙通,603239,shanghai
宏和科技,603256,shanghai
电魂网络,603258,shanghai
药明康德,603259,shanghai
合盛硅业,603260,shanghai
天龙股份,603266,shanghai
鸿远电子,603267,shanghai
松发股份,603268,shanghai
海鸥股份,603269,shanghai
银都股份,603277,shanghai
大业股份,603278,shanghai
景津环保,603279,shanghai
赛腾股份,603283,shanghai
日盈电子,603286,shanghai
海天味业,603288,shanghai
泰瑞机器,603289,shanghai
永新光学,603297,shanghai
杭叉集团,603298,shanghai
苏盐井神,603299,shanghai
华铁科技,603300,shanghai
振德医疗,603301,shanghai
鑫广绿环,603302,shanghai
得邦照明,603303,shanghai
旭升股份,603305,shanghai
华懋科技,603306,shanghai
应流股份,603308,shanghai
维力医疗,603309,shanghai
金海环境,603311,shanghai
梦百合,603313,shanghai
福鞍股份,603315,shanghai
诚邦股份,603316,shanghai
天味食品,603317,shanghai
派思股份,603318,shanghai
湘油泵,603319,shanghai
迪贝电气,603320,shanghai
梅轮电梯,603321,shanghai
超讯通信,603322,shanghai
苏农银行,603323,shanghai
我乐家居,603326,shanghai
福蓉科技,603327,shanghai
依顿电子,603328,shanghai
上海雅仕,603329,shanghai
上海天洋,603330,shanghai
百达精工,603331,shanghai
苏州龙杰,603332,shanghai
尚纬股份,603333,shanghai
迪生力,603335,shanghai
宏辉果蔬,603336,shanghai
杰克股份,603337,shanghai
浙江鼎力,603338,shanghai
四方科技,603339,shanghai
安井食品,603345,shanghai
文灿股份,603348,shanghai
威尔药业,603351,shanghai
莱克电气,603355,shanghai
华菱精工,603356,shanghai
设计总院,603357,shanghai
华达科技,603358,shanghai
东珠生态,603359,shanghai
百傲化学,603360,shanghai
傲农生物,603363,shanghai
水星家纺,603365,shanghai
日出东方,603366,shanghai
辰欣药业,603367,shanghai
柳药股份,603368,shanghai
今世缘,603369,shanghai
东方时尚,603377,shanghai
亚士创能,603378,shanghai
三美股份,603379,shanghai
易德龙,603380,shanghai
顶点软件,603383,shanghai
惠达卫浴,603385,shanghai
广东骏亚,603386,shanghai
基蛋生物,603387,shanghai
元成股份,603388,shanghai
亚振家居,603389,shanghai
新天然气,603393,shanghai
金辰股份,603396,shanghai
邦宝益智,603398,shanghai
吉翔股份,603399,shanghai
信捷电气,603416,shanghai
鼎信通讯,603421,shanghai
集友股份,603429,shanghai
吉比特,603444,shanghai
九洲药业,603456,shanghai
勘设股份,603458,shanghai
风语筑,603466,shanghai
振静股份,603477,shanghai
科沃斯,603486,shanghai
展鹏科技,603488,shanghai
恒为科技,603496,shanghai
翔港科技,603499,shanghai
祥和实业,603500,shanghai
韦尔股份,603501,shanghai
金石资源,603505,shanghai
南都物业,603506,shanghai
振江股份,603507,shanghai
思维列控,603508,shanghai
欧普照明,603515,shanghai
淳中科技,603516,shanghai
绝味食品,603517,shanghai
锦泓集团,603518,shanghai
立霸股份,603519,shanghai
司太立,603520,shanghai
众源新材,603527,shanghai
多伦科技,603528,shanghai
神马电力,603530,shanghai
掌阅科技,603533,shanghai
嘉诚国际,603535,shanghai
惠发食品,603536,shanghai
美诺华,603538,shanghai
贵人鸟,603555,shanghai
海兴电力,603556,shanghai
起步股份,603557,shanghai
健盛集团,603558,shanghai
中通国脉,603559,shanghai
普莱柯,603566,shanghai
珍宝岛,603567,shanghai
伟明环保,603568,shanghai
长久物流,603569,shanghai
汇金通,603577,shanghai
三星新材,603578,shanghai
荣泰健康,603579,shanghai
艾艾精工,603580,shanghai
捷昌驱动,603583,shanghai
苏利股份,603585,shanghai
金麒麟,603586,shanghai
地素时尚,603587,shanghai
高能环境,603588,shanghai
口子窖,603589,shanghai
康辰药业,603590,shanghai
东尼电子,603595,shanghai
伯特利,603596,shanghai
引力传媒,603598,shanghai
广信股份,603599,shanghai
永艺股份,603600,shanghai
再升科技,603601,shanghai
纵横通信,603602,shanghai
博天环境,603603,shanghai
珀莱雅,603605,shanghai
东方电缆,603606,shanghai
京华激光,603607,shanghai
天创时尚,603608,shanghai
禾丰牧业,603609,shanghai
诺力股份,603611,shanghai
索通发展,603612,shanghai
国联股份,603613,shanghai
茶花股份,603615,shanghai
韩建河山,603616,shanghai
君禾股份,603617,shanghai
杭电股份,603618,shanghai
中曼石油,603619,shanghai
科森科技,603626,shanghai
清源股份,603628,shanghai
利通电子,603629,shanghai
拉芳家化,603630,shanghai
徕木股份,603633,shanghai
南威软件,603636,shanghai
镇海股份,603637,shanghai
艾迪精密,603638,shanghai
海利尔,603639,shanghai
畅联股份,603648,shanghai
彤程新材,603650,shanghai
朗博科技,603655,shanghai
泰禾光电,603656,shanghai
春光科技,603657,shanghai
安图生物,603658,shanghai
璞泰来,603659,shanghai
苏州科达,603660,shanghai
恒林股份,603661,shanghai
柯力传感,603662,shanghai
三祥新材,603663,shanghai
康隆达,603665,shanghai
亿嘉和,603666,shanghai
五洲新春,603667,shanghai
天马科技,603668,shanghai
灵康药业,603669,shanghai
卫信康,603676,shanghai
奇精机械,603677,shanghai
火炬电子,603678,shanghai
华体科技,603679,shanghai
今创集团,603680,shanghai
永冠新材,603681,shanghai
晶华新材,603683,shanghai
晨丰科技,603685,shanghai
龙马环卫,603686,shanghai
大胜达,603687,shanghai
石英股份,603688,shanghai
皖天然气,603689,shanghai
至纯科技,603690,shanghai
江苏新能,603693,shanghai
安记食品,603696,shanghai
有友食品,603697,shanghai
航天工程,603698,shanghai
纽威股份,603699,shanghai
宁波水表,603700,shanghai
德宏股份,603701,shanghai
盛洋科技,603703,shanghai
东方环宇,603706,shanghai
健友股份,603707,shanghai
家家悦,603708,shanghai
中源家居,603709,shanghai
香飘飘,603711,shanghai
七一二,603712,shanghai
密尔克卫,603713,shanghai
塞力斯,603716,shanghai
天域生态,603717,shanghai
海利生物,603718,shanghai
中广天择,603721,shanghai
阿科力,603722,shanghai
天安新材,603725,shanghai
朗迪集团,603726,shanghai
博迈科,603727,shanghai
鸣志电器,603728,shanghai
龙韵股份,603729,shanghai
岱美股份,603730,shanghai
仙鹤股份,603733,shanghai
三棵树,603737,shanghai
泰晶科技,603738,shanghai
蔚蓝生物,603739,shanghai
日辰股份,603755,shanghai
大元泵业,603757,shanghai
秦安股份,603758,shanghai
隆鑫通用,603766,shanghai
中马传动,603767,shanghai
常青股份,603768,shanghai
沃格光电,603773,shanghai
永安行,603776,shanghai
来伊份,603777,shanghai
乾景园林,603778,shanghai
威龙股份,603779,shanghai
科博达,603786,shanghai
新日股份,603787,shanghai
宁波高发,603788,shanghai
星光农机,603789,shanghai
雅运股份,603790,shanghai
联泰环保,603797,shanghai
康普顿,603798,shanghai
华友钴业,603799,shanghai
道森股份,603800,shanghai
志邦家居,603801,shanghai
瑞斯康达,603803,shanghai
福斯特,603806,shanghai
歌力思,603808,shanghai
豪能股份,603809,shanghai
ST丰山,603810,shanghai
诚意药业,603811,shanghai
原尚股份,603813,shanghai
交建股份,603815,shanghai
顾家家居,603816,shanghai
海峡环保,603817,shanghai
曲美家居,603818,shanghai
神力股份,603819,shanghai
嘉澳环保,603822,shanghai
百合花,603823,shanghai
华扬联众,603825,shanghai
坤彩科技,603826,shanghai
柯利达,603828,shanghai
洛凯股份,603829,shanghai
欧派家居,603833,shanghai
四通股份,603838,shanghai
安正时尚,603839,shanghai
正平股份,603843,shanghai
好太太,603848,shanghai
华荣股份,603855,shanghai
XD东宏股,603856,shanghai
步长制药,603858,shanghai
能科股份,603859,shanghai
中公高科,603860,shanghai
白云电器,603861,shanghai
松炀资源,603863,shanghai
桃李面包,603866,shanghai
新化股份,603867,shanghai
飞科电器,603868,shanghai
新智认知,603869,shanghai
嘉友国际,603871,shanghai
鼎胜新材,603876,shanghai
太平鸟,603877,shanghai
武进不锈,603878,shanghai
永悦科技,603879,shanghai
南卫股份,603880,shanghai
数据港,603881,shanghai
金域医学,603882,shanghai
老百姓,603883,shanghai
吉祥航空,603885,shanghai
元祖股份,603886,shanghai
城地股份,603887,shanghai
新华网,603888,shanghai
新澳股份,603889,shanghai
春秋电子,603890,shanghai
天永智能,603895,shanghai
寿仙谷,603896,shanghai
长城科技,603897,shanghai
好莱客,603898,shanghai
晨光文具,603899,shanghai
莱绅通灵,603900,shanghai
永创智能,603901,shanghai
中持股份,603903,shanghai
龙蟠科技,603906,shanghai
牧高笛,603908,shanghai
合诚股份,603909,shanghai
佳力图,603912,shanghai
国茂股份,603915,shanghai
苏博特,603916,shanghai
合力科技,603917,shanghai
金桥信息,603918,shanghai
金徽酒,603919,shanghai
世运电路,603920,shanghai
金鸿顺,603922,shanghai
铁流股份,603926,shanghai
中科软,603927,shanghai
兴业股份,603928,shanghai
亚翔集成,603929,shanghai
睿能科技,603933,shanghai
博敏电子,603936,shanghai
丽岛新材,603937,shanghai
三孚股份,603938,shanghai
益丰药房,603939,shanghai
大千生态,603955,shanghai
威派格,603956,shanghai
哈森股份,603958,shanghai
百利科技,603959,shanghai
克来机电,603960,shanghai
大理药业,603963,shanghai
法兰泰克,603966,shanghai
中创物流,603967,shanghai
醋化股份,603968,shanghai
银龙股份,603969,shanghai
中农立华,603970,shanghai
正川股份,603976,shanghai
国泰集团,603977,shanghai
深圳新星,603978,shanghai
金诚信,603979,shanghai
吉华集团,603980,shanghai
泉峰汽车,603982,shanghai
丸美股份,603983,shanghai
恒润股份,603985,shanghai
兆易创新,603986,shanghai
XD康德莱,603987,shanghai
中电电机,603988,shanghai
艾华集团,603989,shanghai
麦迪科技,603990,shanghai
至正股份,603991,shanghai
松霖科技,603992,shanghai
洛阳钼业,603993,shanghai
ST中新,603996,shanghai
继峰股份,603997,shanghai
方盛制药,603998,shanghai
读者传媒,603999,shanghai
华兴源创,688001,shanghai
睿创微纳,688002,shanghai
天准科技,688003,shanghai
容百科技,688005,shanghai
杭可科技,688006,shanghai
光峰科技,688007,shanghai
澜起科技,688008,shanghai
中国通号,688009,shanghai
福光股份,688010,shanghai
新光光电,688011,shanghai
中微公司,688012,shanghai
交控科技,688015,shanghai
心脉医疗,688016,shanghai
乐鑫科技,688018,shanghai
安集科技,688019,shanghai
方邦股份,688020,shanghai
瀚川智能,688022,shanghai
沃尔德,688028,shanghai
南微医学,688029,shanghai
天宜上佳,688033,shanghai
航天宏图,688066,shanghai
虹软科技,688088,shanghai
晶晨股份,688099,shanghai
天奈科技,688116,shanghai
西部超导,688122,shanghai
安博通,688168,shanghai
柏楚电子,688188,shanghai
微芯生物,688321,shanghai
铂力特,688333,shanghai
嘉元科技,688388,shanghai
云赛B股,900901,shanghai
市北B股,900902,shanghai
大众B股,900903,shanghai
神奇B股,900904,shanghai
老凤祥B,900905,shanghai
*ST毅达B,900906,shanghai
*ST鹏起B,900907,shanghai
氯碱B股,900908,shanghai
华谊B股,900909,shanghai
海立B股,900910,shanghai
金桥B股,900911,shanghai
外高B股,900912,shanghai
国新B股,900913,shanghai
锦投B股,900914,shanghai
中路B股,900915,shanghai
凤凰B股,900916,shanghai
海欣B股,900917,shanghai
耀皮B股,900918,shanghai
绿庭B股,900919,shanghai
上柴B股,900920,shanghai
丹科B股,900921,shanghai
三毛B股,900922,shanghai
百联B股,900923,shanghai
上工B股,900924,shanghai
机电B股,900925,shanghai
宝信B,900926,shanghai
物贸B股,900927,shanghai
临港B股,900928,shanghai
锦旅B股,900929,shanghai
*ST沪普B,900930,shanghai
PT水仙B,900931,shanghai
陆家B股,900932,shanghai
华新B股,900933,shanghai
锦江B股,900934,shanghai
阳晨B股,900935,shanghai
鄂资B股,900936,shanghai
*ST华电B,900937,shanghai
海科B,900938,shanghai
汇丽B,900939,shanghai
大名城B,900940,shanghai
东信B股,900941,shanghai
黄山B股,900942,shanghai
开开B股,900943,shanghai
海控B股,900945,shanghai
*ST天雁B,900946,shanghai
振华B股,900947,shanghai
伊泰B股,900948,shanghai
东电B股,900949,shanghai
新城B股,900950,shanghai
ST大化B,900951,shanghai
锦港B股,900952,shanghai
凯马B,900953,shanghai
海创B股,900955,shanghai
东贝B股,900956,shanghai
凌云B股,900957,shanghai
平安银行,000001,shenzhen
万科A,000002,shenzhen
PT金田A,000003,shenzhen
国农科技,000004,shenzhen
世纪星源,000005,shenzhen
深振业A,000006,shenzhen
全新好,000007,shenzhen
神州高铁,000008,shenzhen
中国宝安,000009,shenzhen
*ST美丽,000010,shenzhen
深物业A,000011,shenzhen
南玻A,000012,shenzhen
*ST石化A,000013,shenzhen
